date,waterLevel,rainfall,temperature,pHLevel,dissolvedOxygen,,,,
07-05-2022,1.798383229,19.34404718,85.29387307,7.46379709,5.816316508,,,,
08-05-2022,1.752922234,17.03617154,126.8347443,7.617423775,6.874992175,,,,
09-05-2022,1.819875051,17.43525211,103.1137156,7.737838076,5.226211705,,,,
10-05-2022,2.035030122,16.69237272,117.7360913,7.73003749,6.648522618,,,,
11-05-2022,1.875288305,15.37061257,134.6180925,7.68250916,4.450422687,,,,
12-05-2022,1.736591673,13.5789339,129.3571045,7.362345633,4.883305224,,,,
13-05-2022,1.709663928,13.86946612,123.336582,7.602966802,5.317303478,,,,
14-05-2022,2.071122462,10.29748423,125.5091804,7.822628237,4.243603429,,,,
15-05-2022,2.279927481,15.77179975,98.97495702,7.565231872,6.773822021,,,,
16-05-2022,1.807141661,12.46072593,103.1516016,7.63873101,5.224122275,,,,
17-05-2022,2.396312168,17.43494376,112.4519737,10.68500149,6.826461312,,,,
18-05-2022,2.168167787,12.02176164,128.4665885,6.963918532,4.503193821,,,,
19-05-2022,1.999548682,12.86589285,112.5484842,7.723173088,5.961531545,,,,
20-05-2022,1.841623542,11.6061061,101.5385491,7.803051406,4.557689257,,,,
21-05-2022,1.948841627,12.44551943,109.7825524,7.577660411,5.696072682,,,,
22-05-2022,2.517250049,15.26852855,122.1767143,7.945938439,5.786147001,,,,
23-05-2022,2.206433013,16.55022054,119.3199604,7.158211517,4.341387278,,,,
24-05-2022,2.35050959,11.41211208,123.3270031,7.65625212,6.821228045,,,,
25-05-2022,2.181085007,16.541017,115.8654467,7.41015495,5.791946071,,,,
26-05-2022,1.848412871,16.42420045,125.4809581,7.121389703,6.883251851,,,,
27-05-2022,2.437252709,16.95201164,112.3246112,7.307069516,5.481893365,,,,
28-05-2022,1.980871905,14.75133234,106.6426699,7.035251305,5.671966346,,,,
29-05-2022,2.309666794,12.29165503,104.5636268,7.010627169,5.646106363,,,,
30-05-2022,2.513519231,10.28327718,125.7886506,6.986898032,6.499236906,,,,
31-05-2022,2.033050693,21.82934752,125.0289946,7.042970624,6.989157534,,,,
01-06-2022,2.001963716,22.29572574,125.4415686,7.438363857,6.099058477,,,,
02-06-2022,2.112394655,18.87805396,157.0847304,7.114123786,5.315370173,,,,
03-06-2022,1.816824151,19.61791382,170.5868957,7.54211202,6.140172371,,,,
04-06-2022,2.230161269,20.3284702,153.5945026,7.454451997,5.129598473,,,,
05-06-2022,2.493253541,21.73196387,170.8824866,7.233946935,4.246328219,,,,
06-06-2022,2.155824927,22.46388918,160.437712,7.247732059,6.754129147,,,,
07-06-2022,2.19959714,22.4610673,154.947592,6.990520395,5.750326424,,,,
08-06-2022,1.961294502,19.19690259,155.2970994,7.141575597,4.592487906,,,,
09-06-2022,2.426398376,20.03882948,132.2342403,7.610268242,6.633404284,,,,
10-06-2022,1.959552787,20.71550138,150.8259559,7.448311651,5.356205984,,,,
11-06-2022,2.276825879,23.06413524,148.3180233,7.83181383,6.409778212,,,,
12-06-2022,1.895864568,22.45953755,163.0954537,7.883338818,7.07170493,,,,
13-06-2022,2.412144034,22.28279806,166.8326859,6.890111492,6.456626803,,,,
14-06-2022,79,21.69069039,131.3226719,7.194195528,5.849017623,,,,
15-06-2022,2.586215076,19.6063309,141.2866186,7.695601685,5.490002302,,,,
16-06-2022,2.544426168,23.98602706,158.8684452,7.356076017,4.317294076,,,,
17-06-2022,2.336835416,22.57576719,137.926258,6.932307077,6.418332294,,,,
18-06-2022,1.813746446,23.12320926,138.7151557,7.132118061,6.072683721,,,,
19-06-2022,2.640318077,22.76614698,130.0693715,7.36106015,4.841196046,,,,
20-06-2022,2.378835745,19.48087778,138.684798,6.936883116,6.701924072,,,,
21-06-2022,1.783712268,21.19194138,159.8945259,7.534939229,5.448562541,,,,
22-06-2022,1.802522369,19.31942352,164.1648798,7.083752883,5.658318833,,,,
23-06-2022,2.714768276,24.11153994,162.4265138,7.011368344,5.381540303,,,,
24-06-2022,2.294930787,22.67313683,164.7250477,6.941316688,6.0875043,,,,
25-06-2022,2.018565542,20.13045222,125.6432927,7.689194588,6.031649776,,,,
26-06-2022,2.148268686,23.98934238,167.507091,7.529487322,4.246738543,,,,
27-06-2022,2.315868158,19.85352899,165.3499702,7.456454703,6.813270711,,,,
28-06-2022,2.468110109,18.73320229,126.081163,7.733463359,6.586846592,,,,
29-06-2022,1.95276458,20.84880982,140.9875402,7.518733937,4.171856033,,,,
30-06-2022,2.103552432,24.36056039,194.486084,7.031662123,6.225749108,,,,
01-07-2022,2.07311909,21.75384321,229.3105662,6.977949597,4.173700023,,,,
02-07-2022,2.254242114,23.49995468,237.1670946,7.074406958,6.195603603,,,,
03-07-2022,2.590482268,19.87006036,212.9541187,7.794344784,5.129648402,,,,
04-07-2022,1.804916868,19.18041738,196.944763,7.773640657,4.519565282,,,,
05-07-2022,1.865617758,22.32255371,231.1254355,7.097670058,6.340767774,,,,
06-07-2022,2.248761881,23.92309525,193.6305934,7.221236799,6.932381807,,,,
07-07-2022,1.744649498,18.94376261,200.6060855,7.22794879,4.627430398,,,,
08-07-2022,2.534202208,18.77047233,186.1850117,7.433702428,6.67773589,,,,
09-07-2022,1.902509114,23.4337741,221.6588952,7.838766534,5.828976882,,,,
10-07-2022,2.655262498,20.23910442,187.7595154,7.39207871,5.465817366,,,,
11-07-2022,2.268154516,18.68833991,190.1962052,7.988602358,5.638273878,,,,
12-07-2022,2.495605737,23.04101432,225.4911622,7.561788009,5.070843389,,,,
13-07-2022,2.559350894,21.75797495,242.258994,7.913309592,5.070792276,,,,
14-07-2022,2.042367158,22.55797322,240.0706215,7.443221772,6.260857687,,,,
15-07-2022,2.719827555,19.0337975,225.7948684,7.750987551,5.671233728,,,,
16-07-2022,1.913934722,20.46805744,203.365741,7.656009716,6.737741794,,,,
17-07-2022,2.364454581,24.22095508,232.5850299,7.693804315,6.747793363,,,,
18-07-2022,1.927357901,19.30309085,228.0382842,7.731056176,6.419251435,,,,
19-07-2022,2.159240272,20.58791737,186.8943024,7.139040304,5.23380249,,,,
20-07-2022,1.995477549,20.48472741,194.4110134,7.829872444,6.198612983,,,,
21-07-2022,2.247973297,19.81148496,199.5903349,7.384860424,4.93447236,,,,
22-07-2022,1.820506874,18.99221827,250.670033,6.922918925,5.54547127,,,,
23-07-2022,1.969636301,21.41308099,204.9176793,7.728042946,4.709159256,,,,
24-07-2022,2.285628109,19.74190831,213.4613029,7.414169337,6.490837767,,,,
25-07-2022,2.337359608,24.39967899,217.6472573,7.091964261,5.440332992,,,,
26-07-2022,1.938761431,22.9009524,245.7637743,7.222219632,6.635673543,,,,
27-07-2022,2.27121807,24.11237603,208.6500933,7.463327846,4.217470106,,,,
28-07-2022,2.287279401,21.3087111,225.3637278,7.602522523,5.01938669,,,,
29-07-2022,2.394575952,20.71706419,188.7875927,7.674661709,4.77679919,,,,
30-07-2022,2.936912832,28.55809773,301.9158566,7.427568952,5.362643285,,,,
31-07-2022,2.804103641,23.20533369,300.588316,7.645864733,6.986627116,,,,
01-08-2022,2.905693519,24.93342538,265.2784648,6.956255688,6.218969081,,,,
02-08-2022,2.846430329,29.38419597,287.4806276,7.040569426,6.775187099,,,,
03-08-2022,2.636366899,24.91739379,295.2981446,7.331537298,5.639889864,,,,
04-08-2022,3.104219885,24.59248184,292.7050998,7.57920155,5.486203572,,,,
05-08-2022,2.973270026,26.43051175,273.7668947,7.417000788,7.093747775,,,,
06-08-2022,2.99718729,24.48859117,282.2453339,7.47201876,5.499360177,,,,
07-08-2022,2.854677446,23.84556014,303.9625149,7.994452248,4.136994391,,,,
08-08-2022,2.785386988,23.44774499,257.809264,6.930972768,6.519621829,,,,
09-08-2022,2.898364558,23.80538824,288.5216008,7.288613603,6.781313971,,,,
10-08-2022,2.857716855,26.34390633,298.4952703,7.261551435,7.094542958,,,,
11-08-2022,2.772310655,26.69567864,282.7482226,7.172700145,7.045222015,,,,
12-08-2022,2.825139801,23.07819208,271.8985177,7.56472957,4.592305418,,,,
13-08-2022,2.886345607,28.12379054,279.8939924,7.99964512,5.398080373,,,,
14-08-2022,3.102512934,23.95974434,261.5570951,7.637798969,5.096581683,,,,
15-08-2022,2.873828311,27.66036182,304.7753017,7.338399754,6.661556006,,,,
16-08-2022,2.916057363,27.98566197,273.1615839,7.719269106,6.207607496,,,,
17-08-2022,2.785019621,25.91903317,272.4480367,7.055446244,4.209895179,,,,
18-08-2022,2.961910086,29.32586588,282.5615729,7.974487576,4.133586052,,,,
19-08-2022,2.84211246,27.41712534,291.2961192,6.923614004,6.681494624,,,,
20-08-2022,2.829871688,27.47868111,284.3367314,7.974313639,6.055762952,,,,
21-08-2022,2.795349459,25.79184421,304.8170842,7.142520581,6.211744755,,,,
22-08-2022,2.863164313,68.42338598,272.9746983,7.237954198,4.826196995,,,,
23-08-2022,2.983880653,24.31841736,267.7504309,7.686401207,6.477979992,,,,
24-08-2022,2.99371708,23.57589716,296.3310702,7.044180369,5.918919459,,,,
25-08-2022,2.78819908,28.12235811,295.3059824,9.462263817,6.655720284,,,,
26-08-2022,2.866564935,26.63022559,255.130952,7.306239936,4.879641291,,,,
27-08-2022,2.821328613,23.33519399,270.0618939,7.112597159,6.725206762,,,,
28-08-2022,2.94824566,23.91157608,261.8861622,7.570052331,4.816403177,,,,
29-08-2022,2.605289863,27.20548868,130.6905433,7.41901583,6.331589394,,,,
30-08-2022,2.988866854,27.34211137,145.14383,7.803015396,4.332878957,,,,
31-08-2022,2.810692524,25.9633771,129.2079031,7.13906075,5.504621342,,,,
01-09-2022,3.087057499,23.59482701,127.7896998,7.450174181,4.598768326,,,,
02-09-2022,2.654709633,22.79208053,167.5785285,7.691838075,6.973385813,,,,
03-09-2022,2.465018989,29.06083097,172.4134655,7.85174931,5.016314941,,,,
04-09-2022,2.792191475,26.35809241,157.2064667,7.26917885,4.600054235,,,,
05-09-2022,2.555494255,25.5376938,186.0229195,7.827704452,6.93561882,,,,
06-09-2022,2.530770646,28.01706261,184.0367955,7.050334107,6.973892886,,,,
07-09-2022,2.944945049,25.94116036,183.4056524,7.38708911,4.434075658,,,,
08-09-2022,2.774178298,25.79236596,174.8101564,7.246174179,5.010189491,,,,
09-09-2022,2.718981907,25.68733113,135.032655,7.890991895,4.358895061,,,,
10-09-2022,2.71331292,27.56921991,131.8132109,7.816864965,5.425562488,,,,
11-09-2022,2.539529224,29.24102004,185.5613264,7.603021025,4.552416455,,,,
12-09-2022,2.90566382,25.35375741,175.76653,6.935563582,4.821657499,,,,
13-09-2022,2.722611612,25.16802751,177.2483567,7.029987048,6.487976682,,,,
14-09-2022,2.648524128,26.94873665,134.385694,7.37525046,6.835711255,,,,
15-09-2022,2.933331941,26.20112611,131.6271007,7.43884638,5.494015685,,,,
16-09-2022,2.894217238,25.37970861,136.4866479,7.055406237,4.297921188,,,,
17-09-2022,2.867543746,23.56510416,153.7225763,7.635305377,5.555491697,,,,
18-09-2022,2.533974081,10.93292004,127.9872016,7.679307339,4.365359586,,,,
19-09-2022,2.655611407,14.13923236,146.583284,7.212236861,6.116648939,,,,
20-09-2022,2.681017031,10.5088984,160.4223384,7.345155156,6.149530616,,,,
21-09-2022,2.530333758,15.09496197,148.1931497,7.017163782,5.260846455,,,,
22-09-2022,2.496681515,14.25464543,177.7527469,7.872952598,6.294352642,,,,
23-09-2022,2.795230327,13.98813785,189.3687182,7.594034577,4.181288995,,,,
24-09-2022,2.869284685,13.22152069,154.0085053,7.695057,5.726755447,,,,
25-09-2022,2.943140462,14.37625336,148.6563257,7.240785825,6.30839733,,,,
26-09-2022,2.841927256,13.79530312,189.0249734,6.957644175,4.658396766,,,,
27-09-2022,2.760572608,13.90733405,130.5386457,7.867818489,7.0003523,,,,
28-09-2022,2.951584108,14.97507594,125.4501312,7.483498883,4.32548581,,,,
29-09-2022,2.917044913,15.17174134,174.5960827,7.169231154,4.661497059,,,,
30-09-2022,2.915380495,13.52007948,185.331965,7.939979805,5.368833652,,,,
01-10-2022,2.675840511,13.99313681,169.855559,7.401692833,6.271706095,,,,
02-10-2022,2.707656165,14.40817417,176.9545846,7.377813497,5.876327097,,,,
03-10-2022,3.161661076,15.41800636,184.0770736,7.661162668,4.908717333,,,,
04-10-2022,2.741231895,10.55986481,173.3876167,7.693213336,6.147722367,,,,
05-10-2022,2.856674438,13.91623561,147.7358475,7.07127669,5.065127025,,,,
06-10-2022,2.750995957,14.25828295,126.6463614,7.604299996,5.781405889,,,,
07-10-2022,2.901183452,15.46822651,166.9350631,7.646897457,4.311197758,,,,
08-10-2022,2.622139095,13.09375076,4956.157812,7.846254097,5.701673788,,,,
09-10-2022,2.62392,15.366276,185.0102357,7.114110767,4.276818623,,,,
10-10-2022,2.943090497,11.33752156,159.5110024,7.210550125,4.715983889,,,,
11-10-2022,2.958869812,10.96262851,150.1106381,7.494631345,4.593414963,,,,
12-10-2022,2.907700977,17.16066876,175.8213002,7.27274408,6.021838365,,,,
13-10-2022,2.760539089,15.23041861,180.7651479,7.808615321,6.91674583,,,,
14-10-2022,94,10.51853723,184.7552298,7.184916711,5.579482369,,,,
15-10-2022,2.895716881,13.19838396,129.8183378,7.730702159,6.147222395,,,,
16-10-2022,2.687231178,10.5174173,143.2874751,7.441840129,5.147153999,,,,
17-10-2022,2.739157552,10.8813459,157.1931968,6.934580177,6.062146483,,,,
18-10-2022,2.944133649,16.72405706,184.1503088,7.610093759,4.703399375,,,,
19-10-2022,3.03072,14.48989409,150.2481111,7.256643691,5.851320783,,,,
20-10-2022,2.884524001,12.86153658,153.0660443,7.68913445,6.782309408,,,,
21-10-2022,2.966786135,16.04497783,170.5011211,7.524473495,6.005299179,,,,
22-10-2022,2.904366073,13.38431336,156.5521411,7.253740611,7.07905627,,,,
23-10-2022,3.008001979,13.32326368,162.4888966,7.46462249,6.836147423,,,,
24-10-2022,2.762333325,13.23679278,136.9814063,7.677838391,4.48435303,,,,
25-10-2022,2.825571638,15.99727597,167.0885201,7.856367115,5.499269852,,,,
26-10-2022,2.667650304,12.96635874,147.1403787,7.365690211,6.268363036,,,,
27-10-2022,2.945692452,16.4654689,188.9684733,7.483702957,4.626288846,,,,
28-10-2022,2.850795944,9.448539125,60.10544649,7.173490858,5.074688184,,,,
29-10-2022,3.149341688,9.358506183,48.71437186,7.316826547,5.275408254,,,,
30-10-2022,2.888153754,9.342237377,34.52284641,7.404202521,5.2724428,,,,
31-10-2022,2.686186024,8.83882761,56.61885406,7.480406964,5.260627791,,,,
01-11-2022,2.637914455,9.460787817,59.47033995,7.027939661,4.818672351,,,,
02-11-2022,2.824111767,8.500168974,39.21631964,7.895657108,5.50834997,,,,
03-11-2022,2.683091994,8.977898227,31.83964949,7.586549449,5.862537574,,,,
04-11-2022,2.975417331,9.855517451,37.92427806,7.77227821,6.719319695,,,,
05-11-2022,2.732527255,9.507549767,34.19676639,7.779966918,5.797734302,,,,
06-11-2022,3.01141234,9.501288419,39.65241351,7.163194416,5.42753982,,,,
07-11-2022,2.715133982,8.973791749,45.81305723,7.156307782,4.321328848,,,,
08-11-2022,3.054343532,9.673501014,57.617804,7.631759092,6.621588775,,,,
09-11-2022,2.584037405,8.652227395,60.56721365,8.315109067,6.632547084,,,,
10-11-2022,2.834288635,8.900281207,56.00936985,7.237451689,4.380255727,,,,
11-11-2022,2.682258208,8.812595681,59.00492095,7.99340005,5.960482882,,,,
12-11-2022,2.845712513,9.382631054,48.71235277,6.891035482,4.706754205,,,,
13-11-2022,2.66437339,9.495508637,42.49115885,7.226456438,6.297112219,,,,
14-11-2022,2.95177978,9.154354416,45.44425179,7.838770393,5.666291929,,,,
15-11-2022,2.962009825,9.51520522,5268.024105,7.409889556,4.837912034,,,,
16-11-2022,2.842300882,9.212581406,56.52428945,7.412314718,5.301327444,,,,
17-11-2022,2.575546732,1.84777621,63.25932079,6.91557371,5.249076645,,,,
18-11-2022,2.567954312,1.827137259,63.47123855,7.642053997,6.486021062,,,,
19-11-2022,2.853817704,3.535316525,38.73984638,6.930272577,6.425221979,,,,
20-11-2022,2.789130929,2.310109853,44.62320461,7.390129853,6.112030086,,,,
21-11-2022,2.681290622,6.343109584,50.7316014,7.116911513,5.576553114,,,,
22-11-2022,2.859365112,7.183535432,59.36037255,7.648523858,4.741369597,,,,
23-11-2022,2.916959226,6.543977351,68.83801613,7.904752571,5.135551312,,,,
24-11-2022,2.663380015,2.36232023,48.4662964,7.727676677,4.876587424,,,,
25-11-2022,2.771647497,6.132101812,55.92512726,7.364714441,4.833771973,,,,
26-11-2022,2.976395279,2.797417496,45.59804931,6.962595049,5.811760466,,,,
27-11-2022,3.151071427,4.82139314,56.69432916,7.072871342,6.646008047,,,,
28-11-2022,2.942482396,4.928501465,38.39134529,7.123251804,5.703027042,,,,
29-11-2022,2.8475278,3.47032548,52.6443515,7.107392907,6.234030985,,,,
30-11-2022,2.990649777,4.995504833,41.00364411,7.864394801,6.805351555,,,,
01-12-2022,3.181940071,6.05734255,63.3971226,6.924479275,4.347002831,,,,
02-12-2022,2.738060189,5.075351068,61.42932787,7.163132504,5.041730273,,,,
03-12-2022,2.81822925,66.51738543,57.09385096,7.264327018,6.149474615,,,,
04-12-2022,2.77229259,6.065731213,42.92748773,7.361395394,4.926838627,,,,
05-12-2022,2.647208,5.808628698,47.11787808,7.851549947,5.678252316,,,,
06-12-2022,2.811933677,4.872713676,35.7996751,7.528931736,4.318410181,,,,
